TYPEID;GROUPID;TYPENAME;MASS;VOLUME
9877;226;Amarr Military Station Ruins;0;0
9878;226;Amarr Mining Station Ruins;0;0
9879;226;Amarr Research Station Ruins;0;0
9880;226;Amarr Trade Station Ruins;0;0
9881;226;Caldari Station Ruins - Huge & Sprawling;0;0
9882;226;Caldari Station Ruins - Hook Shaped;0;0
9883;226;Caldari Station Ruins - Flat Hulk;0;0
9884;226;Caldari Station Ruins - Industry Drill;0;0
9885;226;Gallente Station Ruins - Disc;0;0
9886;226;Gallente Station Ruins - Fathom;0;0
9887;226;Gallente Station Ruins - Ugly Industrial;0;0
9888;226;Gallente Station Ruins - Biodomes;0;0
9889;226;Gallente Station Ruins - Factory;0;0
9890;226;Gallente Station Ruins - Military;0;0
9891;226;Gallente Station Ruins - Research;0;0
9892;226;Gallente Station Ruins - Commercial;0;0
9893;226;Minmatar Commercial Station Ruins;0;0
9894;226;Minmatar Industry Station Ruins;0;0
9895;226;Minmatar Military Station Ruins;0;0
9896;226;Minmatar Mining Station Ruins;0;0
9897;226;Minmatar Research Station Ruins;0;0
9898;226;Minmatar General Station Ruins;0;0
9899;745;Ocular Filter - Basic;0;1
9917;23;Clone Grade Delta;0;1
9919;23;Clone Grade Epsilon;0;1
9921;23;Clone Grade Zeta;0;1
9923;23;Clone Grade Eta;0;1
9925;23;Clone Grade Theta;0;1
9927;23;Clone Grade Iota;0;1
9929;23;Clone Grade Kappa;0;1
9931;23;Clone Grade Lambda;0;1
9933;23;Clone Grade Mu;0;1
9935;23;Clone Grade Nu;0;1
9937;23;Clone Grade Xi;0;1
9939;23;Clone Grade Omicron;0;1
9941;745;Memory Augmentation - Basic;0;1
9942;745;Neural Boost - Basic;0;1
9943;745;Cybernetic Subprocessor - Basic;0;1
9944;302;Magnetic Field Stabilizer I;0;25
9945;139;Magnetic Field Stabilizer I Blueprint;0;0,01
9947;303;Standard Crash Booster;1;1
9950;303;Standard Blue Pill Booster;1;1
9955;257;Polaris;0;0,01
9956;745;Social Adaptation Chip - Basic;0;1
9957;742;Eifyr and Co. 'Gunslinger' Motion Prediction MR-703;0;1
9959;182;Amarr Surveillance Officer;1810000;18100
9960;182;Amarr Surveillance Sergeant Major;11800000;118000
9962;182;Amarr Surveillance Sergeant;11500000;115000
9965;182;Caldari Police Vice Commissioner;10100000;101000
9970;182;Caldari Police 3rd Lieutenant;1650000;16500
9971;182;Caldari Police 1st Lieutenant;9200000;92000
9977;182;Minmatar Security Officer 2nd Rank;8900000;89000
9978;182;Minmatar Security Officer 1st Rank;8000000;80000
9983;182;Gallente Police Master Sergeant;11300000;113000
9984;182;Gallente Police Captain;11500000;115000
9987;182;Khanid Surveillance Officer;80000;20400
9988;182;Khanid Surveillance Sergeant;11500000;115000
9989;182;Minmatar Security Officer 3rd Rank;1200000;12000
9991;182;Gallente Police Sergeant;2040000;20400
9997;288;Imperial Navy Sergeant Major;2810000;28100
9998;288;Imperial Navy Sergeant;1810000;18100
9999;288;Imperial Navy Captain;2870000;28700
10000;288;Imperial Navy Major;2860000;28600
10001;288;Imperial Navy Colonel;12000000;120000
10003;288;Imperial Navy General;11800000;118000
10013;550;Angel Hijacker;2112000;21120
10014;550;Angel Outlaw;1740000;17400
10015;550;Angel Nomad;1750000;17500
10016;550;Angel Raider;1645000;16450
10017;551;Angel Depredator;9900000;99000
10018;551;Angel Smasher;10900000;109000
10019;550;Angel Hunter;1910000;19100
10025;567;Sansha's Servant;2112000;21120
10026;567;Sansha's Scavenger;2000000;20000
10027;567;Sansha's Savage;2000000;20000
10028;567;Sansha's Plague;2112000;21120
10030;566;Sansha's Ravager;10010000;100100
10035;182;CONCORD SWAT Officer;2040000;20400
10036;182;CONCORD SWAT Captain;10100000;101000
10037;301;DED Special Operation Officer;2040000;20400
10038;301;DED Special Operation Captain;10100000;101000
10039;40;Civilian Shield Booster;0;5
10040;120;Civilian Shield Booster Blueprint;0;0,01
10041;226;Frozen Corpse;200;2
10043;297;Peddler;89000000;890000
10044;297;Column;102000000;1020000
10045;297;Vanguard;112000000;1120000
10046;288;Caldari Navy Captain 2nd Rank;2040000;20400
10047;288;Caldari Navy Captain 1st Rank;1970000;19700
10048;288;Caldari Navy Commodore;1650000;16500
10050;288;Caldari Navy Vice Admiral;9200000;92000
10052;288;Federation Navy Command Sergeant Major;2950000;29500
10053;288;Federation Navy Fleet Captain;1620000;16200
10054;288;Federation Navy Sergeant Major;2300000;23000
10056;288;Federation Navy Fleet Major;11600000;116000
10057;288;Federation Navy Fleet Colonel;11200000;112000
10058;288;Republic Fleet Private 3rd Rank;1740000;17400
10060;288;Republic Fleet Captain;1980000;19800
10065;227;Dark Cloud;0;0
10066;227;Dark Green Cloud;0;0
10067;227;Dust Cloud;0;0
10068;227;Ion Cloud;0;0
10069;227;Spark Cloud;0;0
10071;305;Toxic Comet;1E+35;20
10073;305;Gold Comet;1E+35;20
10076;288;Khanid Navy Sergeant;1810000;18100
10077;288;Republic Fleet Commander;9600000;96000
10078;288;Republic Fleet High Captain;8500000;85000
10079;288;Khanid Navy Sergeant Major;2810000;28100
10080;288;Khanid Navy Major;2860000;28600
10082;288;Khanid Navy Colonel;12000000;120000
10083;288;Khanid Navy General;20000000;1080000
10084;288;Ammatar Navy Sergeant;1810000;18100
10085;288;Ammatar Navy Sergeant Major;2810000;28100
10086;288;Ammatar Navy Major;2860000;28600
10089;288;Ammatar Navy General;20000000;1080000
10090;288;Sarum Navy Sergeant;1810000;18100
10091;288;Sarum Navy Major;2860000;28600
10092;288;Sarum Navy Captain;1870000;18700
10095;288;Sarum Navy General;20000000;1080000
10097;182;Ammatar Surveillance Officer;1810000;18100
10099;182;Ammatar Surveillance Sergeant Major;11800000;118000
10100;182;Ammatar Surveillance Sergeant;11500000;115000
10102;182;Sarum Surveillance Officer;1810000;18100
10104;182;Sarum Surveillance Sergeant Major;11800000;118000
10105;182;Sarum Surveillance Sergeant;11500000;115000
10106;288;Intaki Defense Sergeant Major;1850000;18500
10107;288;Intaki Defense Command Sergeant Major;2300000;23000
10108;288;Intaki Defense Fleet Captain;2950000;29500
10109;288;Intaki Defense Fleet Colonel;11500000;115000
10110;826;Thukker Follower;1580000;15800
10111;288;Thukker Brute;1710000;17100
10112;288;Thukker Warrior;1740000;17400
10113;288;Thukker Tribal Lord;8000000;80000
10114;297;Tradesman;89000000;890000
10115;297;Merchant;85000000;850000
10116;297;Trafficker;96000000;960000
10117;297;Caravan;109000000;1090000
10118;297;Flotilla;110500000;1105000
10119;226;Outpost/Disc - Spiky & Pulsating;0;0
10120;226;Rock - Infested by Rogue Drones;0;0
10121;226;Small Asteroid w/Drone-tech;0;0
10122;226;Multi-purpose Pad;0;0
10123;226;Pulsating Power Generator;0;0
10124;226;Beacon;0;0
10125;288;Mordu's Lieutenant 3rd Rank;2025000;20250
10126;288;Mordu's Lieutenant 2nd Rank;1940000;19400
10127;226;Magnetic Double-Capped Bubble;0;0
10128;227;Dark Gray Cloud;0;0
10129;227;Dark Gray Turbulent Cloud;0;0
10130;227;Electric Cloud;0;0
10131;227;Fire Cloud;0;0
10132;227;Plasma Cloud;0;0
10133;288;Mordu's Lieutenant;1650000;16500
10134;288;Mordu's Captain;9200000;92000
10135;226;Depleted Station Battery;0;0
10136;226;Black Monolith;0;0
10137;226;Rock Formation - Branched & Twisted;0;0
10138;226;Spaceshuttle Wreck;0;0
10139;226;Circular Construction;0;0
10140;226;Debris - Broken Engine Part 1;0;0
10141;226;Debris - Broken Engine Part 2;0;0
10142;226;Debris - Power Conduit;0;0
10143;226;Debris - Twisted Metal;0;0
10144;226;Scanner Sentry - Rapid Pulse;0;0
10151;303;Improved Crash Booster;1;1
10152;303;Strong Crash Booster;1;1
10155;303;Improved Blue Pill Booster;1;1
10156;303;Strong Blue Pill Booster;1;1
10164;303;Standard Sooth Sayer Booster;1;1
10165;303;Improved Sooth Sayer Booster;1;1
10166;303;Strong Sooth Sayer Booster;1;1
10167;306;Abandoned Container;10000;27500
10188;302;Basic Magnetic Field Stabilizer;0;5
10190;302;Magnetic Field Stabilizer II;0;5
10191;139;Magnetic Field Stabilizer II Blueprint;0;0,01
10204;742;Zainou 'Deadeye' Sharpshooter ST-903;0;1
10208;745;Memory Augmentation - Standard;0;1
10209;745;Memory Augmentation - Improved;0;1
10210;745;Memory Augmentation - Advanced;0;1
10211;745;Memory Augmentation - Elite;0;1
10212;745;Neural Boost - Standard;0;1
10213;745;Neural Boost - Improved;0;1
10214;745;Neural Boost - Advanced;0;1
10215;745;Neural Boost - Elite;0;1
10216;745;Ocular Filter - Standard;0;1
10217;745;Ocular Filter - Improved;0;1
10218;745;Ocular Filter - Advanced;0;1
10219;745;Ocular Filter - Elite;0;1
10221;745;Cybernetic Subprocessor - Standard;0;1
10222;745;Cybernetic Subprocessor - Improved;0;1
10223;745;Cybernetic Subprocessor - Advanced;0;1
10224;745;Cybernetic Subprocessor - Elite;0;1
10225;745;Social Adaptation Chip - Standard;0;1
10226;745;Social Adaptation Chip - Improved;0;1
10227;745;Social Adaptation Chip - Advanced;0;1
10228;749;Zainou 'Gnome' Shield Management SM-703;0;1
10231;306;Flotsam;10000;1200
10232;227;Debris Cloud;0;0
10233;227;Meteor Cloud;0;0
10234;226;Gallente Outpost;0;0
10235;226;Amarr Refining Outpost;0;0
10236;226;Amarr Repair Outpost;0;0
10237;226;Amarr Tactical Outpost;0;0
10238;226;Caldari Refining Outpost;0;0
10239;226;Caldari Repair Outpost;0;0
10240;226;Caldari Tactical Outpost;0;0
10241;226;Minmatar Refining Outpost;0;0
10242;226;Minmatar Repair Outpost;0;0
10243;226;Minmatar Tactical Outpost;0;0
10244;1228;Zainou 'Gypsy' Signature Analysis SA-703;0;1
10246;101;Mining Drone I;0;5
10247;177;Mining Drone I Blueprint;0;0,01
10248;101;Mining Drone - Improved;0;5
10250;101;Mining Drone II;0;5
10251;177;Mining Drone II Blueprint;0;0,01
10252;101;Mining Drone - Elite;0;5
10256;226;Asteroid Mining Post;0;0
10257;307;Gallente Administrative Outpost Platform;0;750000
10258;307;Minmatar Service Outpost Platform;0;750000
10260;307;Amarr Factory Outpost Platform;0;750000
10261;306;Drifting Cask;10000;1200
10262;306;Forsaken Stockpile;10000;10500
10263;306;Cache Container;10000;2750
10264;257;Concord;0;0,01
10265;561;Guristas Ascriber;9600000;96000
10266;562;Guristas Wrecker;1650000;16500
10267;226;Coral Rock Formation;0;0
10269;226;Floating Stonehenge;0;0
10270;226;Low-Tech Solar Harvester;0;0
10273;567;Sansha's Minion;2000000;20000
10274;566;Sansha's Ravisher;10010000;100100
10275;557;Blood Follower;2810000;28100
10276;557;Blood Herald;2810000;28100
10277;557;Blood Upholder;2810000;28100
10278;557;Blood Seeker;2810000;28100
10279;557;Blood Collector;2810000;28100
10280;557;Blood Reaver;2870000;28700
10281;555;Blood Arch Reaver;11500000;115000
10282;555;Blood Arch Engraver;12000000;120000
10283;572;Serpentis Scout;2250000;22500
10284;572;Serpentis Watchman;2950000;29500
10285;572;Serpentis Guard;2300000;23000
10286;572;Serpentis Defender;2650000;26500
10287;571;Serpentis Chief Patroller;11200000;112000
10299;802;Alvus Controller;21000000;1010000
10305;226;Ghost Ship;0;0
10629;507;Rocket Launcher I;0;5
10630;136;Rocket Launcher I Blueprint;0;0,01
10631;507;Rocket Launcher II;0;5
10632;136;Rocket Launcher II Blueprint;0;0,01
10642;308;Countermeasure Launcher I;0;6
10643;136;Countermeasure Launcher I Blueprint;0;0,01
10645;310;Celestial Beacon;1;1
10646;314;Training Certificate;1;0,1
10648;336;Sentinel Sentry Gun I;1000;1000
10649;287;Training Drone;100000;60
10650;288;Ammatar Navy Captain;2870000;28700
10651;288;Caldari Navy Captain 3rd Rank;1800000;18000
10652;288;Federation Navy First Sergeant;2250000;22500
10653;288;Intaki Defense First Sergeant;2450000;24500
10654;288;Mordu's Lieutenant 1st Rank;1970000;19700
10655;288;Mordu's Legion;10100000;101000
10656;288;Sarum Navy Sergeant Major;2810000;28100
10657;288;Thukker Tribalist;1980000;27289
10658;288;Thukker Tribal Priest;8900000;89000
10660;182;Caldari Police 2nd Lieutenant;10700000;107000
10663;288;Republic Fleet Private 1st Rank;2000000;20000
10664;288;Republic Fleet Private 2nd Rank;1740000;17400
10665;336;Sentinel Sentry Gun II;1000;1000
10666;336;Sentinel Sentry Gun III;1000;1000
10667;336;Sentinel Sentry Gun IV;1000;1000
10668;336;Sentinel Sentry Gun V;1000;1000
10669;288;Ammatar Navy Colonel;12000000;120000
10670;288;Khanid Navy Captain;2870000;28700
10674;182;Khanid Surveillance Sergeant Major;11800000;118000
10676;288;Sarum Navy Colonel;12000000;120000
10677;288;Intaki Defense Fleet Major;11600000;116000
10678;74;125mm Railgun I;500;5
10679;154;125mm Railgun I Blueprint;0;0,01
10680;74;125mm Railgun II;500;5
10681;154;125mm Railgun II Blueprint;0;0,01
10688;74;125mm 'Scout' Accelerator Cannon;500;5
10690;74;125mm Carbide Railgun I;500;5
10692;74;125mm Compressed Coil Gun I;500;5
10694;74;125mm Prototype Gauss Gun;500;5
10753;227;Soft Cloud;0;0
10754;227;Wispy Orange Cloud;0;0
10755;227;Sulphuric Cloud;0;0
10756;227;Dust Streak;0;0
10757;227;Plasmic Gas Cloud;0;0
10758;227;Wispy Chlorine Cloud;0;0
10759;227;Micro Nebula;0;0
10760;227;Acidic Cloud;0;0
10761;227;Nebulaic Cloud;0;0
10762;227;Chlorine Cloud;0;0
10763;227;Gaseous Cloud;0;0
10764;227;Amber Cloud;0;0
10765;227;Green Gas Cloud;0;0
10766;336;Guardian Sentry Gun I;1000;1000
10767;336;Guardian Sentry Gun II;1000;1000
10768;336;Guardian Sentry Gun III;1000;1000
10769;336;Guardian Sentry Gun IV;1000;1000
10770;336;Guardian Sentry Gun V;1000;1000
10771;226;Asteroid Colony - Factory;0;0
10772;226;Asteroid Colony - Refinery;0;0
10773;226;Asteroid Colony - Wedge Shape;0;0
10774;226;Asteroid Colony - High & Massive;0;0
10775;226;Asteroid Colony - Medium Size;0;0
10778;226;Asteroid Colony - High & Medium Size;0;0
10779;226;Asteroid Colony - Small Tower;0;0
10780;226;Asteroid Colony - Small & Flat;0;0
10781;226;Asteroid Colony - Flat Hulk;0;0
10782;226;Giant Snake-Shaped Asteroid;0;0
10783;226;Small Rock;0;0
10784;226;Small and Sharded Rock;0;0
10785;226;Sharded Rock;0;0
10786;226;Tiny Rock;0;0
10787;226;Snake Shaped Asteroid;0;0
10788;226;Gas/Storage Silo;0;0
10795;15;Jovian Construct;0;0
10809;312;Thick White;0;0
10810;312;Bllue faint;0;0
10811;312;Blue quarter;0;0
10812;312;White sharp hemisphere;0;0
10813;312;Brown hemisphere;0;0
10814;312;Faint hemisphere;0;0
10815;312;White Crescent;0;0
10816;312;Brown crescent;0;0
10817;312;Brown quarter;0;0
10818;312;Quarter shard;0;0
10819;312;Bitter edge;0;0
10820;312;Thin claw;0;0
10821;312;White solid;0;0
10822;312;White solid 2;0;0
10823;297;Retailer;96000000;960000
10824;297;Chafferer;96000000;960000
10825;297;Trailer;102000000;1020000
10826;297;Hauler;102000000;1020000
10827;297;Trader;112000000;1120000
10828;297;Courier;112000000;1120000
10829;297;Purveyor;112000000;1120000
10830;297;Carrier;112000000;1120000
10831;297;Hawker;89000000;890000
10832;297;Huckster;112000000;1120000
10833;297;Patronager;112000000;1120000
10834;297;Chandler;105000000;1050000
10836;40;Medium Shield Booster I;0;10
10837;120;Medium Shield Booster I Blueprint;0;0,01
10838;40;Large Shield Booster I;0;25
10839;120;Large Shield Booster I Blueprint;0;0,01
10840;40;X-Large Shield Booster I;0;50
10841;120;X-Large Shield Booster I Blueprint;0;0,01
10842;40;X-Large Shield Booster II;0;50
10843;120;X-Large Shield Booster II Blueprint;0;0,01
10850;40;Medium Shield Booster II;0;10
10851;120;Medium Shield Booster II Blueprint;0;0,01
10858;40;Large Shield Booster II;0;10
10859;120;Large Shield Booster II Blueprint;0;0,01
10866;40;Medium Neutron Saturation Injector I;0;10
10868;40;Medium Clarity Ward Booster I;0;10
10870;40;Medium Converse Deflection Catalyzer;0;10
10872;40;Medium C5-L Emergency Shield Overload I;0;10
10874;40;Large Neutron Saturation Injector I;0;25
10876;40;Large Clarity Ward Booster I;0;25
10878;40;Large Converse Deflection Catalyzer;0;25
10880;40;Large C5-L Emergency Shield Overload I;0;25
10882;40;X-Large Neutron Saturation Injector I;0;50
10884;40;X-Large Clarity Ward Booster I;0;50
10886;40;X-Large Converse Deflection Catalyzer;0;50
10888;40;X-Large C5-L Emergency Shield Overload I;0;50
10986;806;Moth Apis;2000000;20000
10987;806;Dragonfly Apis;2000000;20000
10988;806;Termite Apis;2000000;20000
10989;806;Scorpionfly Apis;2000000;20000
10990;806;Arachula Apis;2000000;20000
10991;806;Tarantula Apis;2000000;20000
10992;806;Beelzebub Apis;2000000;20000
10993;806;Mammon Apis;2000000;20000
10994;806;Asmodeus Apis;2000000;20000
10995;806;Belphegor Apis;2000000;20000
10998;315;Warp Core Stabilizer I;0;5
10999;298;Convoy Escort;1800000;18000
11000;298;Convoy Protector;1940000;19400
11001;298;Convoy Guard;1970000;19700
11002;298;Convoy Sentry;1650000;16500
11011;26;Guardian-Vexor;10910000;115000
11012;106;Guardian-Vexor Blueprint;0;0,01
11013;314;Drug Contact List;1;0,1
11014;316;Command Processor I;0;5
11015;274;Test;0;0,01
11017;316;Skirmish Warfare Link - Interdiction Maneuvers I;0;60
11019;25;Cockroach;1170000;100
11021;550;Angel Thug;2600500;26005
11022;550;Angel Ruffian;1766000;17660
11023;550;Angel Ambusher;1910000;19100
11024;550;Angel Impaler;1645000;16450
11025;551;Angel Predator;9900000;99000
11026;551;Angel Crusher;10900000;109000
11027;562;Guristas Infiltrator;2025000;20250
11028;562;Guristas Saboteur;2040000;20400
11029;562;Guristas Destructor;1970000;19700
11030;562;Guristas Demolisher;1650000;16500
11031;561;Guristas Murderer;10100000;101000
11032;567;Sansha's Ravener;2000000;20000
11033;567;Sansha's Enslaver;2112000;21120
11034;567;Sansha's Slavehunter;2112000;21120
11035;567;Sansha's Butcher;2112000;21120
11036;561;Guristas Killer;9200000;92000
11037;566;Sansha's Beast;10010000;100100
11038;566;Sansha's Juggernaut;10010000;100100
11039;557;Blood Worshipper;2820000;24398
11040;557;Blood Raider;2870000;28700
11041;557;Blood Diviner;2860000;28600
11042;557;Blood Engraver;2860000;28600
11043;555;Blood Arch Templar;11800000;118000
11044;555;Blood Revenant;11800000;118000
11045;572;Serpentis Agent;2250000;22500
11046;572;Serpentis Patroller;2950000;29500
11047;572;Serpentis Safeguard;2300000;23000
11048;572;Serpentis Protector;2650000;26500
11049;571;Serpentis Chief Scout;11300000;113000
11050;571;Serpentis Chief Watchman;11500000;115000
11052;316;Information Warfare Link - Sensor Integrity I;0;60
11066;314;Trinary Data;1;0,1
11067;314;Nugoeihuvi Data Chip;1;0,1
11068;314;Special Delivery;1;0,1
11069;314;Criminal Dog Tag;1;0,1
11070;314;Religious Artifact;1;0,1
11071;314;Battery Cartridge;1;0,1
11072;306;Data Storage;10000;1200
11074;724;Talisman Alpha Blueprint;0;0,01
11075;257;Jove Industrial;0;0,01
11076;319;Serpentis Stronghold;100000;100000000
11077;319;Angel Battlestation;100000;100000000
11078;257;Jove Battleship;0;0,01
11079;319;Guristas War Installation;100000;100000000
11080;319;Sansha's Battletower;100000;100000000
11081;319;Blood Raider Battlestation;100000;100000000
11082;255;Small Railgun Specialization;0;0,01
11083;255;Small Beam Laser Specialization;0;0,01
11084;255;Small Autocannon Specialization;0;0,01
11101;302;Linear Flux Stabilizer I;0;5
11103;302;Insulated Stabilizer Array I;0;5
11105;302;Magnetic Vortex Stabilizer I;0;5
11107;302;Gauss Field Balancer I;0;5
11109;302;Linear Flux Stabilizer;0;5
11111;302;Insulated Stabilizer Array;0;5
11113;302;Magnetic Vortex Stabilizer;0;5
11115;302;Gauss Field Balancer;0;5
11125;301;CONCORD Police Commander;20000000;1080000
11126;182;CONCORD SWAT Commander;2000000;1080000
11127;288;DED Army Commander;2000000;1080000
11128;301;DED Special Operation Commander;20000000;1080000
11129;31;Gallente Shuttle;1600000;5000
11130;111;Gallente Shuttle Blueprint;0;0,01
11132;31;Minmatar Shuttle;1600000;5000
11133;111;Minmatar Shuttle Blueprint;0;0,01
11134;31;Amarr Shuttle;1600000;5000
11135;111;Amarr Shuttle Blueprint;0;0,01
11136;323;Concord Billboard;100;1
11137;288;Imperial Navy Fleet Marshall;20000000;1100000
11138;288;Caldari Navy Fleet Admiral;21000000;1080000
11139;288;Federation Navy Fleet General;21000000;1140000
11140;288;Republic Fleet High Commander;17000000;850000
11167;319;Fragmented Cathedral I;100000;100000000
11168;319;Fragmented Cathedral II;100000;100000000
11169;319;Fragmented Cathedral III;100000;100000000
11170;319;Fragmented Cathedral IV;100000;100000000
11171;319;Fragmented Cathedral V;100000;100000000
11172;830;Helios;1271000;23000
11173;105;Helios Blueprint;0;0,01
11174;893;Keres;1095000;23000
11175;105;Keres Blueprint;0;0,01
